league,season,team,player,nation,pos,age,born,partidos,titularidades,minutos,noventa_min,goles,asistencias,g_a,goles_sin_penal,penales,penales_int,amarillas,rojas,goles_90,asistencias_90,g_a_90,goles_sin_penal_90,g_a_sin_penal_90
FRA-Ligue 1,2526,Lille,Berke Özer,TUR,GK,25,2000,32,32,2834,31.5,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03
FRA-Ligue 1,2526,Lille,Calvin Verdonk,IDN,DF,29,1997,18,7,790,8.8,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lille,Chancel Mbemba,COD,DF,31,1994,13,9,954,10.6,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lille,Ethan Mbappé,FRA,"MF,FW",19,2006,18,4,567,6.3,3,1,4,3,0,0,1,0,0.48,0.16,0.63,0.48,0.63
FRA-Ligue 1,2526,Lille,Félix Correia,POR,MF,25,2001,34,26,2053,22.8,4,5,9,4,0,0,2,0,0.18,0.22,0.39,0.18,0.39
FRA-Ligue 1,2526,Lille,Gaëtan Perrin,FRA,"MF,FW",29,1996,12,3,338,3.8,1,0,1,1,0,0,2,0,0.27,0.0,0.27,0.27,0.27
FRA-Ligue 1,2526,Lille,Hamza Igamane,MAR,FW,23,2002,13,4,432,4.8,5,1,6,5,0,0,2,0,1.04,0.21,1.25,1.04,1.25
FRA-Ligue 1,2526,Lille,Hákon Haraldsson,ISL,MF,23,2003,32,29,2460,27.3,8,2,10,8,0,0,6,0,0.29,0.07,0.37,0.29,0.37
FRA-Ligue 1,2526,Lille,Marius Broholm,NOR,MF,21,2004,11,3,279,3.1,1,1,2,0,1,1,0,0,0.32,0.32,0.65,0.0,0.32
FRA-Ligue 1,2526,Lille,Matias Fernandez-Pardo,BEL,"FW,MF",21,2005,29,27,2370,26.3,8,5,13,6,2,2,5,0,0.3,0.19,0.49,0.23,0.42
FRA-Ligue 1,2526,Lille,Maxima Goffi,FRA,DF,18,2008,1,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lille,Nabil Bentaleb,ALG,MF,31,1994,26,13,1287,14.3,2,2,4,1,1,1,3,0,0.14,0.14,0.28,0.07,0.21
FRA-Ligue 1,2526,Lille,Nathan Ngoy,BEL,DF,22,2003,29,27,2405,26.7,1,2,3,1,0,0,10,1,0.04,0.07,0.11,0.04,0.11
FRA-Ligue 1,2526,Lille,Ngal'Ayel Mukau,COD,MF,21,2004,30,19,1534,17.0,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2526,Lille,Noah Edjouma,FRA,MF,20,2005,3,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lille,Olivier Giroud,FRA,FW,39,1986,30,17,1609,17.9,7,1,8,4,3,4,2,0,0.39,0.06,0.45,0.22,0.28
FRA-Ligue 1,2526,Lille,Osame Sahraoui,MAR,MF,24,2001,18,4,505,5.6,1,2,3,1,0,0,0,0,0.18,0.36,0.53,0.18,0.53
FRA-Ligue 1,2526,Lille,Ousmane Toure,FRA,DF,21,2005,1,1,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lille,Romain Perraud,FRA,DF,28,1997,30,27,2241,24.9,3,4,7,3,0,0,4,1,0.12,0.16,0.28,0.12,0.28
FRA-Ligue 1,2526,Lille,Soriba Diaoune,FRA,MF,18,2007,10,1,185,2.1,1,1,2,1,0,0,0,0,0.49,0.49,0.97,0.49,0.97
FRA-Ligue 1,2526,Lille,Thomas Meunier,BEL,DF,34,1991,25,21,1909,21.2,2,2,4,2,0,0,3,0,0.09,0.09,0.19,0.09,0.19
FRA-Ligue 1,2526,Lille,Tiago Santos,POR,DF,23,2002,15,8,709,7.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lille,Ugo Raghouber,FRA,MF,22,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lille,Vincent Burlet,BEL,DF,20,2005,1,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lorient,Abdoulaye Faye,SEN,DF,21,2004,17,16,1444,16.0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lorient,Arsène Kouassi,BFA,MF,21,2004,31,30,2605,28.9,2,6,8,2,0,0,4,0,0.07,0.21,0.28,0.07,0.28
FRA-Ligue 1,2526,Lorient,Arthur Avom,CMR,MF,21,2004,31,22,2119,23.5,2,1,3,2,0,0,3,0,0.08,0.04,0.13,0.08,0.13
FRA-Ligue 1,2526,Lorient,Bamba Dieng,SEN,FW,26,2000,22,15,1212,13.5,10,1,11,9,1,2,2,0,0.74,0.07,0.82,0.67,0.74
FRA-Ligue 1,2526,Lorient,Bamo Meïté,CIV,DF,24,2001,25,22,1979,22.0,0,3,3,0,0,0,5,0,0.0,0.14,0.14,0.0,0.14
FRA-Ligue 1,2526,Lorient,Bingourou Kamara,SEN,GK,29,1996,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lorient,Daniel Xavier Semedo,FRA,MF,22,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lorient,Darlin Yongwa,CMR,"DF,MF",25,2000,23,14,1312,14.6,0,1,1,0,0,0,4,1,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2526,Lorient,Dermane Karim,TOG,MF,22,2003,30,15,1365,15.2,1,2,3,1,0,0,3,0,0.07,0.13,0.2,0.07,0.2
FRA-Ligue 1,2526,Lorient,Formose Mendy,SEN,DF,25,2001,2,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lorient,Igor Carioca,BRA,DF,29,1996,17,13,1213,13.5,1,0,1,1,0,0,1,0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,2526,Lorient,Jean-Victor Makengo,FRA,MF,27,1998,31,23,1800,20.0,4,2,6,4,0,0,2,0,0.2,0.1,0.3,0.2,0.3
FRA-Ligue 1,2526,Lorient,Joel Mvuka,NOR,"MF,DF",23,2002,15,5,560,6.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lorient,Laurent Abergel,FRA,MF,33,1993,28,27,2318,25.8,1,0,1,1,0,0,7,0,0.04,0.0,0.04,0.04,0.04
FRA-Ligue 1,2526,Lorient,Martin Nogoto Bley,BFA,MF,20,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lorient,Mohamed Bamba,CIV,FW,24,2001,18,7,682,7.6,1,2,3,1,0,1,3,0,0.13,0.26,0.4,0.13,0.4
FRA-Ligue 1,2526,Lorient,Montassar Talbi,TUN,DF,27,1998,29,29,2610,29.0,0,1,1,0,0,0,3,0,0.0,0.03,0.03,0.0,0.03
FRA-Ligue 1,2526,Lorient,Nathaniel Adjei,GHA,DF,23,2002,15,9,835,9.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lorient,Noah Cadiou,GLP,MF,27,1998,28,20,1879,20.9,3,1,4,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19
FRA-Ligue 1,2526,Lorient,Pablo Pagis,FRA,"MF,FW",23,2002,28,22,1756,19.5,10,5,15,8,2,2,1,0,0.51,0.26,0.77,0.41,0.67
FRA-Ligue 1,2526,Lorient,Panos Katseris,GRE,"MF,DF",24,2001,16,8,747,8.3,1,2,3,1,0,0,3,0,0.12,0.24,0.36,0.12,0.36
FRA-Ligue 1,2526,Lorient,Sambou Soumano,SEN,FW,25,2001,31,8,941,10.5,4,2,6,4,0,1,2,0,0.38,0.19,0.57,0.38,0.57
FRA-Ligue 1,2526,Lorient,Souleymane Touré,FRA,DF,23,2003,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lorient,Théo Le Bris,FRA,MF,23,2002,28,22,1893,21.0,2,2,4,2,0,0,0,0,0.1,0.1,0.19,0.1,0.19
FRA-Ligue 1,2526,Lorient,Tosin Aiyegun,BEN,"FW,MF",27,1998,27,11,1073,11.9,5,0,5,5,0,1,1,0,0.42,0.0,0.42,0.42,0.42
FRA-Ligue 1,2526,Lorient,Yvon Mvogo,SUI,GK,31,1994,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lyon,Abner,BRA,"DF,MF",25,2000,26,25,2150,23.9,3,2,5,3,0,0,4,1,0.13,0.08,0.21,0.13,0.21
FRA-Ligue 1,2526,Lyon,Adam Karabec,CZE,"MF,FW",22,2003,21,11,922,10.2,1,0,1,1,0,0,3,0,0.1,0.0,0.1,0.1,0.1
FRA-Ligue 1,2526,Lyon,Adil Hamdani,FRA,MF,17,2009,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lyon,Afonso Moreira,POR,"MF,FW",21,2005,27,18,1722,19.1,4,7,11,4,0,0,3,0,0.21,0.37,0.57,0.21,0.57
FRA-Ligue 1,2526,Lyon,Ainsley Maitland-Niles,ENG,"DF,MF",28,1997,30,28,2483,27.6,1,4,5,1,0,1,7,1,0.04,0.14,0.18,0.04,0.18
FRA-Ligue 1,2526,Lyon,Clinton Mata,ANG,DF,33,1992,32,32,2833,31.5,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lyon,Corentin Tolisso,FRA,MF,31,1994,30,26,2302,25.6,11,4,15,9,2,3,4,0,0.43,0.16,0.59,0.35,0.51
FRA-Ligue 1,2526,Lyon,Dominik Greif,SVK,GK,29,1997,29,29,2610,29.0,0,1,1,0,0,0,1,0,0.0,0.03,0.03,0.0,0.03
FRA-Ligue 1,2526,Lyon,Endrick,BRA,"FW,MF",19,2006,16,14,1215,13.5,5,7,12,4,1,1,4,1,0.37,0.52,0.89,0.3,0.81
FRA-Ligue 1,2526,Lyon,Enzo Molebe,FRA,FW,18,2007,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lyon,Ernest Nuamah,GHA,"FW,MF",22,2003,3,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lyon,Georges Mikautadze,GEO,FW,25,2000,2,2,179,2.0,1,0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5
FRA-Ligue 1,2526,Lyon,Hans Hateboer,NED,"DF,MF",32,1994,15,8,740,8.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lyon,Khalis Merah,FRA,"MF,FW",19,2007,22,15,1130,12.6,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08
FRA-Ligue 1,2526,Lyon,Malick Fofana,BEL,"MF,FW",21,2005,12,9,749,8.3,2,1,3,2,0,0,1,0,0.24,0.12,0.36,0.24,0.36
FRA-Ligue 1,2526,Lyon,Martin Satriano,URU,FW,25,2001,11,8,692,7.7,2,1,3,2,0,0,1,0,0.26,0.13,0.39,0.26,0.39
FRA-Ligue 1,2526,Lyon,Mathys De Carvalho,FRA,MF,21,2005,11,3,295,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lyon,Moussa Niakhate,SEN,DF,30,1996,32,30,2759,30.7,0,2,2,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2526,Lyon,Nicolás Tagliafico,ARG,DF,33,1992,20,14,1310,14.6,0,3,3,0,0,0,5,2,0.0,0.21,0.21,0.0,0.21
FRA-Ligue 1,2526,Lyon,Noah Nartey,DEN,"MF,FW",20,2005,11,5,545,6.1,2,0,2,2,0,0,0,0,0.33,0.0,0.33,0.33,0.33
FRA-Ligue 1,2526,Lyon,Noham Kamara,FRA,DF,19,2007,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lyon,Orel Mangala,BEL,MF,28,1998,9,5,414,4.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lyon,Pavel Šulc,CZE,"FW,MF",25,2000,27,17,1566,17.4,11,3,14,11,0,0,3,0,0.63,0.17,0.8,0.63,0.8
FRA-Ligue 1,2526,Lyon,Rachid Ghezzal,ALG,"MF,FW",34,1992,10,2,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lyon,Roman Yaremchuk,UKR,FW,30,1995,11,5,561,6.2,4,1,5,4,0,0,1,0,0.64,0.16,0.8,0.64,0.8
FRA-Ligue 1,2526,Lyon,Ruben Kluivert,NED,DF,24,2001,16,9,772,8.6,1,2,3,1,0,0,4,0,0.12,0.23,0.35,0.12,0.35
FRA-Ligue 1,2526,Lyon,Rémi Himbert,FRA,FW,18,2008,6,1,131,1.5,1,0,1,1,0,0,0,0,0.69,0.0,0.69,0.69,0.69
FRA-Ligue 1,2526,Lyon,Rémy Descamps,FRA,GK,29,1996,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lyon,Sael Kumbedi,FRA,DF,21,2005,1,1,65,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lyon,Steeve Kango,FRA,DF,19,2006,4,1,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Lyon,Tanner Tessmann,USA,MF,24,2001,29,22,1953,21.7,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2526,Lyon,Tyler Morton,ENG,MF,23,2002,29,29,2517,28.0,2,2,4,2,0,0,6,1,0.07,0.07,0.14,0.07,0.14
FRA-Ligue 1,2526,Marseille,Adrien Rabiot,FRA,MF,31,1995,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Amine Gouiri,ALG,"FW,MF",26,2000,22,15,1326,14.7,8,3,11,8,0,0,1,0,0.54,0.2,0.75,0.54,0.75
FRA-Ligue 1,2526,Marseille,Angel Gomes,ENG,MF,25,2000,14,12,888,9.9,3,0,3,3,0,0,4,0,0.3,0.0,0.3,0.3,0.3
FRA-Ligue 1,2526,Marseille,Arthur Vermeeren,BEL,MF,21,2005,20,10,828,9.2,0,1,1,0,0,0,1,1,0.0,0.11,0.11,0.0,0.11
FRA-Ligue 1,2526,Marseille,Benjamin Pavard,FRA,DF,30,1996,27,22,1928,21.4,1,2,3,1,0,0,6,0,0.05,0.09,0.14,0.05,0.14
FRA-Ligue 1,2526,Marseille,Bilal Nadir,MAR,MF,22,2003,20,5,598,6.6,0,4,4,0,0,0,6,1,0.0,0.6,0.6,0.0,0.6
FRA-Ligue 1,2526,Marseille,CJ Egan-Riley,ENG,"DF,MF",23,2003,11,8,624,6.9,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Darryl Bakola,FRA,MF,18,2007,8,0,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Derek Cornelius,CAN,"DF,FW",28,1997,2,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Emerson Palmieri,ITA,"DF,MF",31,1994,28,23,2114,23.5,0,3,3,0,0,0,3,0,0.0,0.13,0.13,0.0,0.13
FRA-Ligue 1,2526,Marseille,Emmanuel Lago,CIV,FW,21,2004,2,0,49,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Ethan Nwaneri,ENG,MF,19,2007,9,3,324,3.6,2,1,3,2,0,0,1,0,0.56,0.28,0.83,0.56,0.83
FRA-Ligue 1,2526,Marseille,Facundo Medina,ARG,DF,26,1999,17,16,1365,15.2,0,1,1,0,0,0,7,0,0.0,0.07,0.07,0.0,0.07
FRA-Ligue 1,2526,Marseille,Geoffrey Kondogbia,CTA,"MF,DF",33,1993,10,9,587,6.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Gerónimo Rulli,ARG,GK,33,1992,29,29,2610,29.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Hamed Junior Traorè,CIV,MF,26,2000,13,7,619,6.9,2,1,3,2,0,0,1,0,0.29,0.15,0.44,0.29,0.44
FRA-Ligue 1,2526,Marseille,Hilan Hamzaoui,FRA,DF,20,2006,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Himad Abdelli,ALG,MF,26,1999,8,1,138,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Igor Paixão,BRA,MF,25,2000,30,22,1975,21.9,6,5,11,6,0,0,3,0,0.27,0.23,0.5,0.27,0.5
FRA-Ligue 1,2526,Marseille,Jeffrey De Lange,NED,GK,28,1998,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Jonathan Rowe,ENG,FW,23,2003,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Leonardo Balerdi,ARG,DF,27,1999,26,21,2001,22.2,0,1,1,0,0,0,5,0,0.0,0.04,0.04,0.0,0.04
FRA-Ligue 1,2526,Marseille,Mason Greenwood,ENG,MF,24,2001,32,29,2462,27.4,16,7,23,10,6,8,4,0,0.58,0.26,0.84,0.37,0.62
FRA-Ligue 1,2526,Marseille,Matt O'Riley,DEN,MF,25,2000,15,6,741,8.2,1,2,3,1,0,0,2,0,0.12,0.24,0.36,0.12,0.36
FRA-Ligue 1,2526,Marseille,Michael Amir Murillo,PAN,"DF,MF",30,1996,16,11,989,11.0,2,1,3,2,0,0,4,0,0.18,0.09,0.27,0.18,0.27
FRA-Ligue 1,2526,Marseille,Nayef Aguerd,MAR,DF,30,1996,16,16,1396,15.5,1,0,1,1,0,0,4,0,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2526,Marseille,Neal Maupay,FRA,"FW,MF",29,1996,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Nouhoum Kamissoko,MLI,MF,21,2004,3,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Pierre Højbjerg,DEN,MF,30,1995,32,30,2712,30.1,4,5,9,4,0,0,4,0,0.13,0.17,0.3,0.13,0.3
FRA-Ligue 1,2526,Marseille,Pierre-Emerick Aubameyang,GAB,FW,36,1989,30,23,2039,22.7,10,5,15,10,0,0,1,0,0.44,0.22,0.66,0.44,0.66
FRA-Ligue 1,2526,Marseille,Pol Lirola,ESP,"DF,MF",28,1997,3,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Quinten Timber,NED,MF,24,2001,15,14,1105,12.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Robinio Vaz,FRA,FW,19,2007,14,3,379,4.2,4,2,6,4,0,0,2,0,0.95,0.47,1.42,0.95,1.42
FRA-Ligue 1,2526,Marseille,Tadjidine Mmadi,FRA,FW,19,2007,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Timothy Weah,USA,"MF,DF",26,2000,29,26,2253,25.0,2,2,4,2,0,0,5,0,0.08,0.08,0.16,0.08,0.16
FRA-Ligue 1,2526,Marseille,Tochukwu Nnadi,NGA,"MF,DF",22,2003,8,4,351,3.9,0,1,1,0,0,0,1,0,0.0,0.26,0.26,0.0,0.26
FRA-Ligue 1,2526,Marseille,Ugo Lamare,FRA,FW,18,2007,3,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Marseille,Ulisses Garcia,SUI,"MF,DF",30,1996,4,2,211,2.3,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Alpha Touré,SEN,MF,20,2006,30,16,1606,17.8,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06
FRA-Ligue 1,2526,Metz,Believe Munongo,FRA,MF,16,2009,11,5,431,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Benjamin Stambouli,FRA,MF,35,1990,19,10,960,10.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Boubacar Traoré,MLI,MF,24,2001,20,16,1387,15.4,1,0,1,1,0,0,4,0,0.06,0.0,0.06,0.06,0.06
FRA-Ligue 1,2526,Metz,Bouna Sarr,SEN,"MF,DF",34,1992,12,10,895,9.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Brian Madjo,LUX,FW,17,2009,5,2,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Cheikh Tidiane Sabaly,SEN,"MF,FW",27,1999,14,12,967,10.7,0,2,2,0,0,0,2,0,0.0,0.19,0.19,0.0,0.19
FRA-Ligue 1,2526,Metz,Cléo Melieres,FRA,FW,21,2005,2,0,31,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Fodé Ballo-Touré,SEN,"DF,MF",29,1997,13,11,836,9.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Gauthier Hein,FRA,"MF,FW",29,1996,29,26,2351,26.1,8,7,15,3,5,5,3,1,0.31,0.27,0.57,0.11,0.38
FRA-Ligue 1,2526,Metz,Giorgi Abuashvili,GEO,"MF,FW",23,2003,23,6,698,7.8,2,0,2,2,0,0,1,0,0.26,0.0,0.26,0.26,0.26
FRA-Ligue 1,2526,Metz,Giorgi Kvilitaia,GEO,FW,32,1993,10,5,495,5.5,2,0,2,2,0,0,1,0,0.36,0.0,0.36,0.36,0.36
FRA-Ligue 1,2526,Metz,Habib Diallo,SEN,FW,30,1995,25,21,1909,21.2,4,1,5,4,0,1,0,0,0.19,0.05,0.24,0.19,0.24
FRA-Ligue 1,2526,Metz,Heorhii Tsitaishvili,GEO,"MF,DF",25,2000,33,28,2449,27.2,3,2,5,3,0,0,3,0,0.11,0.07,0.18,0.11,0.18
FRA-Ligue 1,2526,Metz,Ibou Sané,SEN,"FW,MF",21,2005,16,5,541,6.0,1,1,2,1,0,0,2,0,0.17,0.17,0.33,0.17,0.33
FRA-Ligue 1,2526,Metz,Idrissa Guèye,SEN,FW,19,2006,3,1,132,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Ismaël Guerti,FRA,FW,21,2004,3,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Jahyann Pandore,FRA,MF,18,2007,4,0,88,1.0,1,0,1,1,0,0,0,0,1.02,0.0,1.02,1.02,1.02
FRA-Ligue 1,2526,Metz,Jean-Philippe Gbamin,CIV,"DF,MF",30,1995,31,30,2485,27.6,1,1,2,1,0,0,2,1,0.04,0.04,0.07,0.04,0.07
FRA-Ligue 1,2526,Metz,Jessy Deminguet,FRA,MF,28,1998,31,25,1995,22.2,2,0,2,2,0,0,4,0,0.09,0.0,0.09,0.09,0.09
FRA-Ligue 1,2526,Metz,Joel Asoro,SWE,FW,27,1999,8,2,227,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Jonathan Fischer,DEN,GK,24,2001,27,26,2354,26.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Joseph Nduquidi,FRA,MF,21,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Koffi Kouao,CIV,"DF,MF",27,1998,27,27,2265,25.2,2,1,3,2,0,0,10,0,0.08,0.04,0.12,0.08,0.12
FRA-Ligue 1,2526,Metz,Lucas Michal,FRA,MF,20,2005,9,2,212,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Malick Mbaye,SEN,MF,22,2004,5,3,300,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Maxime Colin,FRA,DF,34,1991,22,18,1692,18.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Michel Mboula,GAB,"DF,MF",23,2003,14,10,746,8.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Morgan Bokelé Mputu,CMR,MF,22,2004,10,1,227,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Nathan Mbala,,"MF,FW",18,2008,13,4,441,4.9,2,2,4,2,0,0,0,0,0.41,0.41,0.82,0.41,0.82
FRA-Ligue 1,2526,Metz,Pape Mamadou Sy,SEN,GK,29,1997,8,8,706,7.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Metz,Sadibou Sané,SEN,DF,21,2004,23,22,1940,21.6,2,1,3,2,0,0,5,2,0.09,0.05,0.14,0.09,0.14
FRA-Ligue 1,2526,Metz,Terry Yegbe,GHA,DF,25,2001,24,22,1963,21.8,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05
FRA-Ligue 1,2526,Monaco,Aladji Bamba,FRA,MF,19,2006,18,10,816,9.1,0,2,2,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22
FRA-Ligue 1,2526,Monaco,Aleksandr Golovin,RUS,MF,29,1996,25,21,1649,18.3,5,5,10,5,0,0,4,1,0.27,0.27,0.55,0.27,0.55
FRA-Ligue 1,2526,Monaco,Ansu Fati,ESP,"MF,FW",23,2002,25,10,1093,12.1,11,0,11,8,3,4,1,0,0.91,0.0,0.91,0.66,0.66
FRA-Ligue 1,2526,Monaco,Caio Henrique Oliveira Silva,BRA,"DF,MF",28,1997,22,17,1536,17.1,0,2,2,0,0,0,2,0,0.0,0.12,0.12,0.0,0.12
