league,season,team,player,nation,pos,age,born,partidos,titularidades,minutos,noventa_min,goles,asistencias,g_a,goles_sin_penal,penales,penales_int,amarillas,rojas,goles_90,asistencias_90,g_a_90,goles_sin_penal_90,g_a_sin_penal_90
FRA-Ligue 1,2526,Monaco,Christian Mawissa,FRA,"DF,MF",21,2005,18,13,1191,13.2,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Monaco,Denis Zakaria,SUI,"DF,MF",29,1996,24,23,2031,22.6,2,1,3,2,0,0,4,1,0.09,0.04,0.13,0.09,0.13
FRA-Ligue 1,2526,Monaco,Eliesse Ben Seghir,MAR,MF,21,2005,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Monaco,Eric Dier,ENG,DF,32,1994,9,7,688,7.6,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13
FRA-Ligue 1,2526,Monaco,Folarin Balogun,USA,FW,24,2001,30,26,2230,24.8,13,4,17,10,3,3,4,1,0.52,0.16,0.69,0.4,0.57
FRA-Ligue 1,2526,Monaco,George Ilenikhena,NGA,FW,19,2006,15,3,385,4.3,2,0,2,2,0,0,0,0,0.47,0.0,0.47,0.47,0.47
FRA-Ligue 1,2526,Monaco,Ilane Touré,FRA,MF,19,2006,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Monaco,Jordan Teze,NED,"MF,DF",26,1999,33,28,2489,27.7,1,2,3,1,0,0,8,0,0.04,0.07,0.11,0.04,0.11
FRA-Ligue 1,2526,Monaco,Kassoum Ouattara,FRA,"MF,DF",21,2004,15,12,967,10.7,0,3,3,0,0,0,3,0,0.0,0.28,0.28,0.0,0.28
FRA-Ligue 1,2526,Monaco,Krépin Diatta,SEN,"MF,DF",27,1999,18,10,1013,11.3,0,1,1,0,0,0,2,0,0.0,0.09,0.09,0.0,0.09
FRA-Ligue 1,2526,Monaco,Lamine Camara,SEN,MF,22,2004,24,22,1847,20.5,3,4,7,3,0,0,6,0,0.15,0.19,0.34,0.15,0.34
FRA-Ligue 1,2526,Monaco,Lucas Michal,FRA,FW,20,2005,2,0,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Monaco,Lukáš Hrádecký,FIN,GK,36,1989,17,17,1439,16.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Monaco,Maghnes Akliouche,FRA,"MF,FW",24,2002,31,28,2400,26.7,6,6,12,6,0,0,3,0,0.23,0.23,0.45,0.23,0.45
FRA-Ligue 1,2526,Monaco,Mamadou Coulibaly,FRA,MF,22,2004,25,15,1381,15.3,3,3,6,3,0,0,7,1,0.2,0.2,0.39,0.2,0.39
FRA-Ligue 1,2526,Monaco,Mika Biereth,DEN,FW,23,2003,32,12,1074,11.9,2,2,4,2,0,0,0,0,0.17,0.17,0.34,0.17,0.34
FRA-Ligue 1,2526,Monaco,Mohammed Salisu,GHA,DF,27,1999,12,12,1080,12.0,1,0,1,1,0,0,3,0,0.08,0.0,0.08,0.08,0.08
FRA-Ligue 1,2526,Monaco,Pape Cabral,FRA,MF,19,2007,4,0,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Monaco,Paris Brunner,GER,FW,20,2006,7,1,132,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Monaco,Paul Pogba,FRA,MF,33,1993,6,1,119,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Monaco,Philipp Köhn,SUI,GK,28,1998,19,17,1621,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Monaco,Samuel Nibombé,BEL,DF,18,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Monaco,Simon Adingra,CIV,"MF,FW",24,2002,14,10,855,9.5,3,2,5,3,0,0,0,0,0.32,0.21,0.53,0.32,0.53
FRA-Ligue 1,2526,Monaco,Stanis Idumbo,BEL,MF,20,2005,8,0,171,1.9,1,1,2,1,0,0,0,0,0.53,0.53,1.05,0.53,1.05
FRA-Ligue 1,2526,Monaco,Takumi Minamino,JPN,MF,31,1995,15,11,944,10.5,3,2,5,3,0,0,4,0,0.29,0.19,0.48,0.29,0.48
FRA-Ligue 1,2526,Monaco,Thilo Kehrer,GER,DF,29,1996,28,28,2353,26.1,0,0,0,0,0,0,8,2,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Monaco,Vanderson,BRA,"DF,MF",24,2001,14,7,616,6.8,0,2,2,0,0,0,4,0,0.0,0.29,0.29,0.0,0.29
FRA-Ligue 1,2526,Monaco,Wout Faes,BEL,DF,28,1998,14,13,1141,12.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Abakar Sylla,CIV,DF,23,2002,2,1,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Ali Yousuf,LBY,DF,24,2001,13,10,969,10.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Amady Camara,MLI,FW,20,2005,10,1,171,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Anthony Lopes,POR,GK,35,1990,31,31,2788,31.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Bahereba Guirassy,FRA,"FW,MF",19,2006,20,9,821,9.1,2,1,3,2,0,0,2,0,0.22,0.11,0.33,0.22,0.33
FRA-Ligue 1,2526,Nantes,Bahmed Deuff,MTN,MF,20,2006,11,1,250,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Chidozie Awaziem,NGA,DF,29,1997,26,25,2231,24.8,1,2,3,1,0,0,7,0,0.04,0.08,0.12,0.04,0.12
FRA-Ligue 1,2526,Nantes,Dehmaine Assoumani,FRA,MF,21,2005,27,14,1276,14.2,1,0,1,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07
FRA-Ligue 1,2526,Nantes,Deiver Machado,COL,"DF,MF",32,1993,14,12,907,10.1,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1
FRA-Ligue 1,2526,Nantes,Fabien Centonze,FRA,"MF,DF",30,1996,15,9,736,8.2,3,0,3,3,0,0,4,0,0.37,0.0,0.37,0.37,0.37
FRA-Ligue 1,2526,Nantes,Francis Coquelin,FRA,MF,35,1991,16,8,655,7.3,0,1,1,0,0,0,2,0,0.0,0.14,0.14,0.0,0.14
FRA-Ligue 1,2526,Nantes,Frederic Guilbert,FRA,"DF,MF",31,1994,8,7,607,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Hong Hyunseok,KOR,MF,26,1999,6,3,284,3.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Ibrahima Sissoko,MLI,"MF,DF",28,1997,13,9,803,8.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Ignatius Ganago,CMR,FW,27,1999,13,10,839,9.3,3,1,4,2,1,1,1,0,0.32,0.11,0.43,0.21,0.32
FRA-Ligue 1,2526,Nantes,Johann Lepenant,FRA,MF,23,2002,27,23,2173,24.1,0,1,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04
FRA-Ligue 1,2526,Nantes,Junior Mwanga,FRA,MF,23,2003,15,15,1260,14.0,1,1,2,1,0,0,2,1,0.07,0.07,0.14,0.07,0.14
FRA-Ligue 1,2526,Nantes,Kelvin Amian,FRA,DF,28,1998,23,22,1961,21.8,0,1,1,0,0,0,3,0,0.0,0.05,0.05,0.0,0.05
FRA-Ligue 1,2526,Nantes,Kwon Hyeokkyu,KOR,MF,25,2001,12,9,753,8.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Louis Leroux,FRA,"MF,DF",20,2006,23,16,1441,16.0,1,1,2,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12
FRA-Ligue 1,2526,Nantes,Mathieu Acapandié,MAD,"DF,MF",21,2004,6,2,261,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Matthis Abline,FRA,"FW,MF",23,2003,32,27,2494,27.7,6,4,10,6,0,1,6,0,0.22,0.14,0.36,0.22,0.36
FRA-Ligue 1,2526,Nantes,Mayckel Lahdo,SWE,"FW,MF",23,2002,8,5,415,4.6,1,1,2,1,0,0,0,0,0.22,0.22,0.43,0.22,0.43
FRA-Ligue 1,2526,Nantes,Mohamed Kaba,GUI,MF,24,2001,12,11,918,10.2,0,2,2,0,0,0,2,0,0.0,0.2,0.2,0.0,0.2
FRA-Ligue 1,2526,Nantes,Mostafa Mohamed,EGY,FW,28,1997,24,13,1152,12.8,4,0,4,4,0,0,1,0,0.31,0.0,0.31,0.31,0.31
FRA-Ligue 1,2526,Nantes,Nicolas Cozza,FRA,DF,27,1999,29,25,2301,25.6,0,1,1,0,0,0,2,0,0.0,0.04,0.04,0.0,0.04
FRA-Ligue 1,2526,Nantes,Patrik Carlgren,SWE,GK,34,1992,3,2,182,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Rémy Cabella,FRA,"MF,FW",36,1990,11,6,572,6.4,2,0,2,1,1,1,1,0,0.31,0.0,0.31,0.16,0.16
FRA-Ligue 1,2526,Nantes,Sékou Doucoure,FRA,DF,21,2005,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Tylel Tati,FRA,DF,18,2008,20,20,1721,19.1,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Uroš Radaković,SRB,DF,32,1994,6,1,101,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Yassine Benhattab,FRA,"MF,FW",23,2002,10,5,477,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nantes,Youssef El-Arabi,MAR,FW,39,1987,25,11,941,10.5,3,0,3,3,0,1,0,0,0.29,0.0,0.29,0.29,0.29
FRA-Ligue 1,2526,Nice,Abdulai Juma Bah,SLE,DF,20,2006,26,22,1958,21.8,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Ali Abdi,TUN,"MF,DF",32,1993,22,13,1187,13.2,3,0,3,3,0,0,4,1,0.23,0.0,0.23,0.23,0.23
FRA-Ligue 1,2526,Nice,Antoine Mendy,SEN,DF,21,2004,25,24,2097,23.3,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04
FRA-Ligue 1,2526,Nice,Badredine Bouanani,ALG,MF,21,2004,2,1,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Bernard Nguene,CMR,FW,19,2006,6,0,138,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Bilal Brahimi,ALG,"FW,MF",26,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Brad Mantsounga,CGO,DF,18,2007,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Charles Vanhoutte,BEL,MF,27,1998,26,21,1772,19.7,0,2,2,0,0,0,7,0,0.0,0.1,0.1,0.0,0.1
FRA-Ligue 1,2526,Nice,Dante,BRA,DF,42,1983,12,9,849,9.4,0,1,1,0,0,0,1,0,0.0,0.11,0.11,0.0,0.11
FRA-Ligue 1,2526,Nice,Djibril Coulibaly,FRA,MF,17,2008,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Elye Wahi,CIV,FW,23,2003,14,11,922,10.2,5,1,6,4,1,1,5,0,0.49,0.1,0.59,0.39,0.49
FRA-Ligue 1,2526,Nice,Everton Pereira,FRA,MF,19,2007,3,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Gabin Bernardeau,FRA,MF,20,2006,4,1,95,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Hamza Koutoune,MAR,DF,19,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Hicham Boudaoui,ALG,MF,26,1999,25,18,1694,18.8,1,2,3,1,0,0,5,0,0.05,0.11,0.16,0.05,0.16
FRA-Ligue 1,2526,Nice,Isak Jansson,SWE,"FW,MF",24,2002,22,7,644,7.2,1,0,1,1,0,0,3,0,0.14,0.0,0.14,0.14,0.14
FRA-Ligue 1,2526,Nice,Jeremie Boga,CIV,"MF,FW",29,1997,14,7,646,7.2,2,2,4,2,0,0,0,0,0.28,0.28,0.56,0.28,0.56
FRA-Ligue 1,2526,Nice,Jonathan Clauss,FRA,"MF,DF",33,1992,30,28,2530,28.1,1,6,7,1,0,0,0,0,0.04,0.21,0.25,0.04,0.25
FRA-Ligue 1,2526,Nice,Kaïl Boudache,FRA,"MF,FW",19,2006,13,3,531,5.9,1,0,1,1,0,0,1,0,0.17,0.0,0.17,0.17,0.17
FRA-Ligue 1,2526,Nice,Kevin Carlos,ESP,FW,25,2001,23,9,880,9.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Kojo Peprah Oppong,GHA,DF,21,2004,29,28,2425,26.9,1,0,1,1,0,0,4,0,0.04,0.0,0.04,0.04,0.04
FRA-Ligue 1,2526,Nice,Maxime Dupé,FRA,GK,33,1993,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Melvin Bard,FRA,"DF,MF",25,2000,29,26,2394,26.6,2,1,3,2,0,0,4,0,0.08,0.04,0.11,0.08,0.11
FRA-Ligue 1,2526,Nice,Mohamed Ali Cho,FRA,"FW,MF",22,2004,24,20,1667,18.5,4,3,7,4,0,0,1,0,0.22,0.16,0.38,0.22,0.38
FRA-Ligue 1,2526,Nice,Morgan Sanson,FRA,MF,31,1994,31,20,1772,19.7,0,2,2,0,0,0,4,0,0.0,0.1,0.1,0.0,0.1
FRA-Ligue 1,2526,Nice,Moïse Bombito,CAN,DF,26,2000,2,2,145,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Pablo Rosario,DOM,"DF,MF",29,1997,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Salis Abdul Samed,GHA,MF,26,2000,18,12,911,10.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Sofiane Diop,MAR,"MF,FW",25,2000,33,26,2130,23.7,8,2,10,6,2,2,5,0,0.34,0.08,0.42,0.25,0.34
FRA-Ligue 1,2526,Nice,Tanguy Ndombele,FRA,MF,29,1996,8,3,275,3.1,0,1,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33
FRA-Ligue 1,2526,Nice,Terem Moffi,NGA,FW,26,1999,10,6,488,5.4,2,0,2,2,0,0,0,0,0.37,0.0,0.37,0.37,0.37
FRA-Ligue 1,2526,Nice,Tiago Gouveia,POR,MF,24,2001,15,5,532,5.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Tom Louchet,FRA,MF,23,2003,27,14,1367,15.2,3,2,5,3,0,0,1,1,0.2,0.13,0.33,0.2,0.33
FRA-Ligue 1,2526,Nice,Yehvann Diouf,SEN,GK,26,1999,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Youssouf Ndayishimiye,BDI,MF,27,1998,2,1,72,0.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Nice,Zoumana Diallo,FRA,FW,21,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris FC,Adama Camara,FRA,"MF,DF",29,1996,29,26,2159,24.0,1,0,1,1,0,0,8,0,0.04,0.0,0.04,0.04,0.04
FRA-Ligue 1,2526,Paris FC,Alimami Gory,MLI,"MF,DF",29,1996,24,9,982,10.9,5,1,6,5,0,0,3,0,0.46,0.09,0.55,0.46,0.55
FRA-Ligue 1,2526,Paris FC,Ciro Immobile,ITA,FW,36,1990,12,9,705,7.8,2,2,4,2,0,0,2,0,0.26,0.26,0.51,0.26,0.51
FRA-Ligue 1,2526,Paris FC,Diego Coppola,ITA,DF,22,2003,13,13,1170,13.0,0,2,2,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15
FRA-Ligue 1,2526,Paris FC,Hamari Traoré,MLI,DF,34,1992,18,14,1150,12.8,0,1,1,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08
FRA-Ligue 1,2526,Paris FC,Ilan Kebbal,ALG,"MF,FW",27,1998,29,26,2222,24.7,9,4,13,6,3,4,7,0,0.36,0.16,0.53,0.24,0.41
FRA-Ligue 1,2526,Paris FC,Jean-Philippe Krasso,CIV,FW,28,1997,25,12,1092,12.1,2,2,4,1,1,1,0,0,0.16,0.16,0.33,0.08,0.25
FRA-Ligue 1,2526,Paris FC,Jonathan Ikone,FRA,"MF,FW",28,1998,23,13,1100,12.2,3,1,4,3,0,0,2,0,0.25,0.08,0.33,0.25,0.33
FRA-Ligue 1,2526,Paris FC,Julien López,ALG,"FW,MF",34,1992,5,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris FC,Kevin Trapp,GER,GK,35,1990,22,22,1980,22.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris FC,Lohann Doucet,BFA,MF,23,2002,5,1,121,1.3,1,0,1,1,0,0,2,0,0.74,0.0,0.74,0.74,0.74
FRA-Ligue 1,2526,Paris FC,Luca Koleosho,ITA,MF,21,2004,16,3,554,6.2,3,1,4,3,0,0,0,0,0.49,0.16,0.65,0.49,0.65
FRA-Ligue 1,2526,Paris FC,Marshall Munetsi,ZIM,MF,29,1996,15,11,975,10.8,4,1,5,4,0,0,0,0,0.37,0.09,0.46,0.37,0.46
FRA-Ligue 1,2526,Paris FC,Mathieu Cafaro,FRA,FW,29,1997,10,1,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris FC,Maxime Lopez,FRA,MF,28,1997,26,22,1960,21.8,0,3,3,0,0,0,11,0,0.0,0.14,0.14,0.0,0.14
FRA-Ligue 1,2526,Paris FC,Mohamed Benoit Dao,FRA,FW,19,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris FC,Moses Simon,NGA,"MF,FW",30,1995,29,25,2001,22.2,3,3,6,3,0,0,1,0,0.13,0.13,0.27,0.13,0.27
FRA-Ligue 1,2526,Paris FC,Moustapha Mbow,SEN,DF,26,2000,31,30,2717,30.2,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03
FRA-Ligue 1,2526,Paris FC,Nhoa Sangui,FRA,DF,20,2006,26,18,1737,19.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris FC,Nouha Dicko,MLI,"FW,MF",34,1992,8,0,72,0.8,1,1,2,1,0,0,0,0,1.25,1.25,2.5,1.25,2.5
FRA-Ligue 1,2526,Paris FC,Obed Nkambadio,FRA,GK,23,2003,12,12,1080,12.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris FC,Otavio Ataide,BRA,DF,24,2002,23,21,1901,21.1,1,0,1,1,0,0,6,1,0.05,0.0,0.05,0.05,0.05
FRA-Ligue 1,2526,Paris FC,Pierre Lees-Melou,FRA,MF,32,1993,22,20,1782,19.8,1,3,4,1,0,0,7,1,0.05,0.15,0.2,0.05,0.2
FRA-Ligue 1,2526,Paris FC,Pierre-Yves Hamel,FRA,FW,32,1994,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris FC,Rudy Matondo,FRA,MF,18,2008,11,8,743,8.3,2,0,2,2,0,0,1,1,0.24,0.0,0.24,0.24,0.24
FRA-Ligue 1,2526,Paris FC,Samir Chergui,ALG,DF,27,1999,15,13,1154,12.8,1,0,1,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08
FRA-Ligue 1,2526,Paris FC,Thibault De Smet,BEL,DF,27,1998,17,13,1144,12.7,0,1,1,0,0,0,6,2,0.0,0.08,0.08,0.0,0.08
FRA-Ligue 1,2526,Paris FC,Timothée Kolodziejczak,FRA,DF,34,1991,11,7,662,7.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris FC,Tuomas Ollila,FIN,DF,26,2000,10,3,308,3.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris FC,Vincent Marchetti,FRA,MF,28,1997,23,9,825,9.2,2,1,3,2,0,0,1,0,0.22,0.11,0.33,0.22,0.33
FRA-Ligue 1,2526,Paris FC,Willem Geubbels,FRA,FW,24,2001,24,12,1013,11.3,5,0,5,4,1,1,0,0,0.44,0.0,0.44,0.36,0.36
FRA-Ligue 1,2526,Paris Saint-Germain,Achraf Hakimi,MAR,DF,27,1998,18,15,1375,15.3,2,2,4,2,0,0,3,1,0.13,0.13,0.26,0.13,0.26
FRA-Ligue 1,2526,Paris Saint-Germain,Bradley Barcola,FRA,FW,23,2002,29,21,1743,19.4,11,1,12,11,0,0,2,0,0.57,0.05,0.62,0.57,0.62
FRA-Ligue 1,2526,Paris Saint-Germain,Dimitri Lucea,FRA,DF,19,2007,2,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris Saint-Germain,Dro Fernández,ESP,MF,18,2008,12,7,682,7.6,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13
FRA-Ligue 1,2526,Paris Saint-Germain,Désiré Doué,FRA,"FW,MF",20,2005,23,16,1348,15.0,7,4,11,7,0,1,0,0,0.47,0.27,0.73,0.47,0.73
FRA-Ligue 1,2526,Paris Saint-Germain,Fabián Ruiz Peña,ESP,MF,30,1996,20,13,1131,12.6,1,4,5,1,0,0,2,0,0.08,0.32,0.4,0.08,0.4
FRA-Ligue 1,2526,Paris Saint-Germain,Gonçalo Ramos,POR,FW,24,2001,30,13,1318,14.6,6,1,7,5,1,2,4,1,0.41,0.07,0.48,0.34,0.41
FRA-Ligue 1,2526,Paris Saint-Germain,Ibrahim Mbaye,SEN,"FW,MF",18,2008,24,10,1006,11.2,3,2,5,3,0,0,0,0,0.27,0.18,0.45,0.27,0.45
FRA-Ligue 1,2526,Paris Saint-Germain,Illia Zabarnyi,UKR,DF,23,2002,28,26,2387,26.5,1,0,1,1,0,0,6,0,0.04,0.0,0.04,0.04,0.04
FRA-Ligue 1,2526,Paris Saint-Germain,João Neves,POR,MF,21,2004,21,13,1287,14.3,5,1,6,5,0,0,0,0,0.35,0.07,0.42,0.35,0.42
FRA-Ligue 1,2526,Paris Saint-Germain,Khvicha Kvaratskhelia,GEO,FW,25,2001,28,18,1479,16.4,8,4,12,7,1,1,1,0,0.49,0.24,0.73,0.43,0.67
FRA-Ligue 1,2526,Paris Saint-Germain,Lee Kang-in,KOR,"MF,FW",25,2001,27,18,1519,16.9,3,4,7,3,0,0,3,0,0.18,0.24,0.41,0.18,0.41
FRA-Ligue 1,2526,Paris Saint-Germain,Lucas Beraldo,BRA,"DF,MF",22,2003,20,18,1567,17.4,2,1,3,2,0,0,2,0,0.11,0.06,0.17,0.11,0.17
FRA-Ligue 1,2526,Paris Saint-Germain,Lucas Chevalier,FRA,GK,24,2001,17,17,1530,17.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris Saint-Germain,Lucas Hernández,FRA,DF,30,1996,25,20,1747,19.4,0,3,3,0,0,0,4,0,0.0,0.15,0.15,0.0,0.15
FRA-Ligue 1,2526,Paris Saint-Germain,Marquinhos,BRA,DF,32,1994,14,11,1052,11.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris Saint-Germain,Mathis Jangeal,FRA,FW,17,2008,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris Saint-Germain,Matvei Safonov,RUS,GK,27,1999,15,15,1350,15.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris Saint-Germain,Noah Nsoki,FRA,MF,19,2007,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris Saint-Germain,Nuno Mendes,POR,DF,23,2002,20,13,1256,14.0,4,5,9,3,1,1,1,0,0.29,0.36,0.64,0.21,0.57
FRA-Ligue 1,2526,Paris Saint-Germain,Ousmane Dembélé,FRA,FW,29,1997,22,11,1063,11.8,10,7,17,8,2,3,0,0,0.85,0.59,1.44,0.68,1.27
FRA-Ligue 1,2526,Paris Saint-Germain,Pierre Mounguengue,FRA,FW,18,2008,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris Saint-Germain,Quentin Ndjantou Mbitcha,FRA,MF,18,2007,10,3,360,4.0,1,1,2,1,0,0,1,0,0.25,0.25,0.5,0.25,0.5
FRA-Ligue 1,2526,Paris Saint-Germain,Renato Marin,ITA,GK,19,2006,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
FRA-Ligue 1,2526,Paris Saint-Germain,Senny Mayulu,FRA,"MF,FW",20,2006,26,21,1672,18.6,4,4,8,4,0,0,2,0,0.22,0.22,0.43,0.22,0.43
FRA-Ligue 1,2526,Paris Saint-Germain,Vitinha,POR,MF,26,2000,29,24,2119,23.5,1,7,8,1,0,0,2,0,0.04,0.3,0.34,0.04,0.34
FRA-Ligue 1,2526,Paris Saint-Germain,Warren Zaïre-Emery,FRA,"DF,MF",20,2006,32,27,2447,27.2,3,4,7,3,0,0,3,0,0.11,0.15,0.26,0.11,0.26
